repo,text_mode,provider,label,query,expected,embedded_nodes,embedding_build_ms,latency_ms,result_count,rank,reciprocal_rank,hit_at_5,hit_at_20
dagayn-standard,body,eval-token-hash,conceptual,sentence transformers local model,dagayn/embeddings.py::LocalEmbeddingProvider,8185,1211.484,0.085,20,1,1.0,1,1
dagayn-standard,body,eval-token-hash,conceptual,kind boost detection query,dagayn/search.py::detect_query_kind_boost,8185,1211.484,0.071,20,1,1.0,1,1
dagayn-standard,body,eval-token-hash,conceptual,incremental graph construction,dagayn/incremental.py::full_build,8185,1211.484,0.095,20,0,0.0,0,0
dagayn-standard,structured,eval-token-hash,exact_name,hybrid_search,dagayn/search.py::hybrid_search,8185,1196.608,9.275,20,0,0.0,0,0
dagayn-standard,structured,eval-token-hash,exact_name,rebuild_fts_index,dagayn/search.py::rebuild_fts_index,8185,1196.608,0.118,20,7,0.1429,0,1
dagayn-standard,structured,eval-token-hash,exact_name,rrf_merge,dagayn/search.py::rrf_merge,8185,1196.608,0.084,20,0,0.0,0,0
dagayn-standard,structured,eval-token-hash,exact_name,full_build,dagayn/incremental.py::full_build,8185,1196.608,0.092,20,0,0.0,0,0
dagayn-standard,structured,eval-token-hash,exact_name,detect_query_kind_boost,dagayn/search.py::detect_query_kind_boost,8185,1196.608,0.081,20,1,1.0,1,1
dagayn-standard,structured,eval-token-hash,pascal_case_class,GraphStore,dagayn/graph/core.py::GraphStore,8185,1196.608,0.073,20,2,0.5,1,1
dagayn-standard,structured,eval-token-hash,pascal_case_class,EmbeddingProvider,dagayn/embeddings.py::EmbeddingProvider,8185,1196.608,0.067,20,0,0.0,0,0
dagayn-standard,structured,eval-token-hash,pascal_case_class,LocalEmbeddingProvider,dagayn/embeddings.py::LocalEmbeddingProvider,8185,1196.608,0.058,20,0,0.0,0,0
dagayn-standard,structured,eval-token-hash,conceptual,reciprocal rank fusion,dagayn/search.py::rrf_merge,8185,1196.608,0.069,20,0,0.0,0,0
dagayn-standard,structured,eval-token-hash,conceptual,sentence transformers local model,dagayn/embeddings.py::LocalEmbeddingProvider,8185,1196.608,0.066,20,1,1.0,1,1
dagayn-standard,structured,eval-token-hash,conceptual,kind boost detection query,dagayn/search.py::detect_query_kind_boost,8185,1196.608,0.068,20,1,1.0,1,1
dagayn-standard,structured,eval-token-hash,conceptual,incremental graph construction,dagayn/incremental.py::full_build,8185,1196.608,0.076,20,0,0.0,0,0
dagayn-standard,narrative,eval-token-hash,exact_name,hybrid_search,dagayn/search.py::hybrid_search,8185,1771.47,9.55,20,0,0.0,0,0
dagayn-standard,narrative,eval-token-hash,exact_name,rebuild_fts_index,dagayn/search.py::rebuild_fts_index,8185,1771.47,0.144,20,2,0.5,1,1
dagayn-standard,narrative,eval-token-hash,exact_name,rrf_merge,dagayn/search.py::rrf_merge,8185,1771.47,0.084,20,13,0.0769,0,1
dagayn-standard,narrative,eval-token-hash,exact_name,full_build,dagayn/incremental.py::full_build,8185,1771.47,0.093,20,0,0.0,0,0
dagayn-standard,narrative,eval-token-hash,exact_name,detect_query_kind_boost,dagayn/search.py::detect_query_kind_boost,8185,1771.47,0.095,20,1,1.0,1,1
dagayn-standard,narrative,eval-token-hash,pascal_case_class,GraphStore,dagayn/graph/core.py::GraphStore,8185,1771.47,0.067,20,1,1.0,1,1
dagayn-standard,narrative,eval-token-hash,pascal_case_class,EmbeddingProvider,dagayn/embeddings.py::EmbeddingProvider,8185,1771.47,0.067,20,3,0.3333,1,1
dagayn-standard,narrative,eval-token-hash,pascal_case_class,LocalEmbeddingProvider,dagayn/embeddings.py::LocalEmbeddingProvider,8185,1771.47,0.077,20,0,0.0,0,0
dagayn-standard,narrative,eval-token-hash,conceptual,reciprocal rank fusion,dagayn/search.py::rrf_merge,8185,1771.47,0.079,20,0,0.0,0,0
dagayn-standard,narrative,eval-token-hash,conceptual,sentence transformers local model,dagayn/embeddings.py::LocalEmbeddingProvider,8185,1771.47,0.06,20,1,1.0,1,1
dagayn-standard,narrative,eval-token-hash,conceptual,kind boost detection query,dagayn/search.py::detect_query_kind_boost,8185,1771.47,0.083,20,1,1.0,1,1
dagayn-standard,narrative,eval-token-hash,conceptual,incremental graph construction,dagayn/incremental.py::full_build,8185,1771.47,0.081,20,0,0.0,0,0
