repo,text_mode,provider,label,query,expected,embedded_nodes,embedding_build_ms,latency_ms,result_count,rank,reciprocal_rank,hit_at_5,hit_at_20
dagayn-standard,body,eval-token-hash,exact_name,detect_query_kind_boost,dagayn/search.py::detect_query_kind_boost,8185,1184.815,0.083,20,1,1.0,1,1
dagayn-standard,body,eval-token-hash,pascal_case_class,GraphStore,dagayn/graph/core.py::GraphStore,8185,1184.815,0.066,20,2,0.5,1,1
dagayn-standard,body,eval-token-hash,pascal_case_class,EmbeddingProvider,dagayn/embeddings.py::EmbeddingProvider,8185,1184.815,0.064,20,11,0.0909,0,1
dagayn-standard,body,eval-token-hash,pascal_case_class,LocalEmbeddingProvider,dagayn/embeddings.py::LocalEmbeddingProvider,8185,1184.815,0.061,20,0,0.0,0,0
dagayn-standard,body,eval-token-hash,conceptual,reciprocal rank fusion,dagayn/search.py::rrf_merge,8185,1184.815,0.069,20,0,0.0,0,0
dagayn-standard,body,eval-token-hash,conceptual,sentence transformers local model,dagayn/embeddings.py::LocalEmbeddingProvider,8185,1184.815,0.064,20,1,1.0,1,1
dagayn-standard,body,eval-token-hash,conceptual,kind boost detection query,dagayn/search.py::detect_query_kind_boost,8185,1184.815,0.061,20,1,1.0,1,1
dagayn-standard,body,eval-token-hash,conceptual,incremental graph construction,dagayn/incremental.py::full_build,8185,1184.815,0.081,20,0,0.0,0,0
dagayn-standard,structured,eval-token-hash,exact_name,hybrid_search,dagayn/search.py::hybrid_search,8185,1168.808,8.837,20,0,0.0,0,0
dagayn-standard,structured,eval-token-hash,exact_name,rebuild_fts_index,dagayn/search.py::rebuild_fts_index,8185,1168.808,0.1,20,7,0.1429,0,1
dagayn-standard,structured,eval-token-hash,exact_name,rrf_merge,dagayn/search.py::rrf_merge,8185,1168.808,0.075,20,0,0.0,0,0
dagayn-standard,structured,eval-token-hash,exact_name,full_build,dagayn/incremental.py::full_build,8185,1168.808,0.083,20,0,0.0,0,0
dagayn-standard,structured,eval-token-hash,exact_name,detect_query_kind_boost,dagayn/search.py::detect_query_kind_boost,8185,1168.808,0.085,20,1,1.0,1,1
dagayn-standard,structured,eval-token-hash,pascal_case_class,GraphStore,dagayn/graph/core.py::GraphStore,8185,1168.808,0.068,20,2,0.5,1,1
dagayn-standard,structured,eval-token-hash,pascal_case_class,EmbeddingProvider,dagayn/embeddings.py::EmbeddingProvider,8185,1168.808,0.058,20,19,0.0526,0,1
dagayn-standard,structured,eval-token-hash,pascal_case_class,LocalEmbeddingProvider,dagayn/embeddings.py::LocalEmbeddingProvider,8185,1168.808,0.062,20,0,0.0,0,0
dagayn-standard,structured,eval-token-hash,conceptual,reciprocal rank fusion,dagayn/search.py::rrf_merge,8185,1168.808,0.065,20,0,0.0,0,0
dagayn-standard,structured,eval-token-hash,conceptual,sentence transformers local model,dagayn/embeddings.py::LocalEmbeddingProvider,8185,1168.808,0.059,20,1,1.0,1,1
dagayn-standard,structured,eval-token-hash,conceptual,kind boost detection query,dagayn/search.py::detect_query_kind_boost,8185,1168.808,0.064,20,1,1.0,1,1
dagayn-standard,structured,eval-token-hash,conceptual,incremental graph construction,dagayn/incremental.py::full_build,8185,1168.808,0.074,20,0,0.0,0,0
dagayn-standard,narrative,eval-token-hash,exact_name,hybrid_search,dagayn/search.py::hybrid_search,8185,2218.014,9.104,20,10,0.1,0,1
dagayn-standard,narrative,eval-token-hash,exact_name,rebuild_fts_index,dagayn/search.py::rebuild_fts_index,8185,2218.014,0.124,20,10,0.1,0,1
dagayn-standard,narrative,eval-token-hash,exact_name,rrf_merge,dagayn/search.py::rrf_merge,8185,2218.014,0.08,20,4,0.25,1,1
dagayn-standard,narrative,eval-token-hash,exact_name,full_build,dagayn/incremental.py::full_build,8185,2218.014,0.091,20,9,0.1111,0,1
dagayn-standard,narrative,eval-token-hash,exact_name,detect_query_kind_boost,dagayn/search.py::detect_query_kind_boost,8185,2218.014,0.095,20,2,0.5,1,1
dagayn-standard,narrative,eval-token-hash,pascal_case_class,GraphStore,dagayn/graph/core.py::GraphStore,8185,2218.014,0.081,20,1,1.0,1,1
dagayn-standard,narrative,eval-token-hash,pascal_case_class,EmbeddingProvider,dagayn/embeddings.py::EmbeddingProvider,8185,2218.014,0.063,20,8,0.125,0,1
dagayn-standard,narrative,eval-token-hash,pascal_case_class,LocalEmbeddingProvider,dagayn/embeddings.py::LocalEmbeddingProvider,8185,2218.014,0.059,20,9,0.1111,0,1
dagayn-standard,narrative,eval-token-hash,conceptual,reciprocal rank fusion,dagayn/search.py::rrf_merge,8185,2218.014,0.064,20,5,0.2,1,1
dagayn-standard,narrative,eval-token-hash,conceptual,sentence transformers local model,dagayn/embeddings.py::LocalEmbeddingProvider,8185,2218.014,0.068,20,1,1.0,1,1
dagayn-standard,narrative,eval-token-hash,conceptual,kind boost detection query,dagayn/search.py::detect_query_kind_boost,8185,2218.014,0.079,20,1,1.0,1,1
dagayn-standard,narrative,eval-token-hash,conceptual,incremental graph construction,dagayn/incremental.py::full_build,8185,2218.014,0.093,20,0,0.0,0,0
